fold,class,bar_resnet50,bar_vgg16,bg_frac,excess_resnet,excess_vgg
1,Pepper__bell___Bacterial_spot,0.2657068073749542,0.3027321994304657,0.5120974170918368,-0.24639060971688254,-0.20936521766137106
1,Pepper__bell___Bacterial_spot,0.3759766817092895,0.3428944647312164,0.5802176339285714,-0.2042409522192819,-0.23732316919735502
1,Pepper__bell___Bacterial_spot,0.3263275325298309,0.3140798211097717,0.5900031887755102,-0.2636756562456793,-0.2759233676657385
1,Pepper__bell___Bacterial_spot,0.4727662205696106,0.5118451118469238,0.7330994897959183,-0.26033326922630773,-0.2212543779489945
1,Pepper__bell___Bacterial_spot,0.3071569204330444,0.2534205615520477,0.5189732142857143,-0.21181629385266992,-0.2655526527336666
1,Pepper__bell___Bacterial_spot,0.5262579917907715,0.4311287403106689,0.6718152104591837,-0.1455572186684122,-0.2406864701485148
1,Pepper__bell___Bacterial_spot,0.3126291334629059,0.2819746732711792,0.4957948022959184,-0.1831656688330125,-0.21382012902473918
1,Pepper__bell___Bacterial_spot,0.2065878510475158,0.118971548974514,0.41713169642857145,-0.21054384538105564,-0.29816014745405744
1,Pepper__bell___Bacterial_spot,0.1478732228279113,0.1113316714763641,0.4176698022959184,-0.26979657946800706,-0.3063381308195543
1,Pepper__bell___Bacterial_spot,0.4072244167327881,0.381939172744751,0.5857780612244898,-0.17855364449170175,-0.20383888847973886
1,Pepper__bell___Bacterial_spot,0.183743417263031,0.130148559808731,0.4306042729591837,-0.24686085569615268,-0.3004557131504527
1,Pepper__bell___Bacterial_spot,0.216432511806488,0.2322843521833419,0.48586973852040816,-0.2694372267139201,-0.2535853863370663
1,Pepper__bell___Bacterial_spot,0.2446137070655822,0.1256009340286255,0.49424027423469385,-0.24962656716911166,-0.36863934020606837
1,Pepper__bell___Bacterial_spot,0.4042937457561493,0.3495927155017853,0.5803372130102041,-0.17604346725405484,-0.23074449750841886
1,Pepper__bell___Bacterial_spot,0.1982601732015609,0.1314308047294616,0.5074936224489796,-0.3092334492474187,-0.376062817719518
1,Pepper__bell___Bacterial_spot,0.1953891664743423,0.1630785912275314,0.41759008290816324,-0.22220091643382095,-0.2545114916806318
1,Pepper__bell___Bacterial_spot,0.4604111909866333,0.328138917684555,0.6115473533163265,-0.15113616232969318,-0.2834084356317715
1,Pepper__bell___Bacterial_spot,0.2779958844184875,0.2623352408409118,0.4667370854591837,-0.1887412010406962,-0.20440184461827188
1,Pepper__bell___Bacterial_spot,0.1689178496599197,0.1572671979665756,0.4344905931122449,-0.2655727434523252,-0.2772233951456693
1,Pepper__bell___Bacterial_spot,0.2928919196128845,0.2835935056209564,0.5700135522959183,-0.2771216326830338,-0.2864200466749619
1,Pepper__bell___Bacterial_spot,0.2592036426067352,0.1958260834217071,0.5194515306122449,-0.26024788800550974,-0.3236254471905378
1,Pepper__bell___Bacterial_spot,0.2489097565412521,0.194875881075859,0.49483816964285715,-0.24592841310160504,-0.29996228856699814
1,Pepper__bell___Bacterial_spot,0.2619589567184448,0.3574486076831817,0.5183354591836735,-0.2563765024652287,-0.1608868515004918
1,Pepper__bell___Bacterial_spot,0.1696267873048782,0.168630763888359,0.39333545918367346,-0.22370867187879526,-0.22470469529531448
1,Pepper__bell___Bacterial_spot,0.1796551048755645,0.0918290987610817,0.4661391900510204,-0.28648408517545587,-0.3743100912899387
1,Pepper__bell___Bacterial_spot,0.4513949453830719,0.2255055457353592,0.6190011160714286,-0.1676061706883567,-0.3934955703360694
1,Pepper__bell___Bacterial_spot,0.2155219614505767,0.3012545108795166,0.4241270727040816,-0.20860511125350492,-0.12287256182456502
1,Pepper__bell___Bacterial_spot,0.1900132447481155,0.1715628653764724,0.4178491709183674,-0.22783592617025186,-0.24628630554189498
1,Pepper__bell___Bacterial_spot,0.2943830788135528,0.2890626192092895,0.5299744897959183,-0.23559141098236552,-0.24091187058662883
1,Pepper__bell___Bacterial_spot,0.2130394428968429,0.1936480700969696,0.5250916772959183,-0.3120522343990754,-0.3314436071989487
1,Pepper__bell___Bacterial_spot,0.2599467039108276,0.188099667429924,0.5335817920918368,-0.2736350881810092,-0.34548212466191275
1,Pepper__bell___Bacterial_spot,0.2856721878051758,0.1732311695814132,0.4436583227040816,-0.15798613489890584,-0.2704271531226684
1,Pepper__bell___Bacterial_spot,0.3237782418727875,0.2310455292463302,0.5070551658163265,-0.183276923943539,-0.2760096365699963
1,Pepper__bell___Bacterial_spot,0.2553421258926391,0.2677330374717712,0.4903938137755102,-0.23505168788287112,-0.22266077630373904
1,Pepper__bell___Bacterial_spot,0.2269899249076843,0.1682753264904022,0.4548389668367347,-0.2278490419290504,-0.2865636403463325
1,Pepper__bell___Bacterial_spot,0.3379804193973541,0.1904113888740539,0.5662268813775511,-0.22824646198019694,-0.37581549250349716
1,Pepper__bell___Bacterial_spot,0.2493139952421188,0.2270208150148391,0.5103236607142857,-0.26100966547216686,-0.28330284569944664
1,Pepper__bell___Bacterial_spot,0.2913508713245392,0.1830443441867828,0.5092474489795918,-0.21789657765505266,-0.326203104792809
1,Pepper__bell___Bacterial_spot,0.2496533393859863,0.203657642006874,0.5986328125,-0.34897947311401367,-0.394975170493126
1,Pepper__bell___Bacterial_spot,0.2012084275484085,0.2938871681690216,0.5161033163265306,-0.3148948887781221,-0.222216148157509
1,Pepper__bell___Bacterial_spot,0.122413620352745,0.1021376997232437,0.4219347895408163,-0.2995211691880713,-0.3197970898175726
1,Pepper__bell___Bacterial_spot,0.1952234059572219,0.105410024523735,0.45535714285714285,-0.2601337368999209,-0.34994711833340786
1,Pepper__bell___Bacterial_spot,0.2179330587387085,0.1705614477396011,0.4274354272959184,-0.20950236855720988,-0.2568739795563173
1,Pepper__bell___Bacterial_spot,0.2747043967247009,0.257667064666748,0.4693080357142857,-0.19460363898958477,-0.2116409710475377
1,Pepper__bell___Bacterial_spot,0.2013548761606216,0.1904822736978531,0.38050063775510207,-0.17914576159448048,-0.19001836405724898
1,Pepper__bell___Bacterial_spot,0.2780362665653229,0.2763512134552002,0.43973214285714285,-0.16169587629181997,-0.16338092940194265
1,Pepper__bell___Bacterial_spot,0.2733568251132965,0.3137219250202179,0.4731943558673469,-0.19983753075405042,-0.15947243084712903
1,Pepper__bell___Bacterial_spot,0.2777326107025146,0.2613620162010193,0.530891262755102,-0.2531586520525874,-0.2695292465540827
1,Pepper__bell___Bacterial_spot,0.2472835630178451,0.1841954439878463,0.5563815369897959,-0.30909797397195077,-0.3721860930019496
1,Pepper__bell___Bacterial_spot,0.1819455474615097,0.1540351510047912,0.4712412308673469,-0.2892956834058372,-0.3172060798625557
1,Pepper__bell___Bacterial_spot,0.2266814261674881,0.191273346543312,0.4159558354591837,-0.1892744092916956,-0.2246824889158717
1,Pepper__bell___Bacterial_spot,0.35554039478302,0.3103616237640381,0.5720264668367347,-0.21648607205371473,-0.26166484307269666
1,Pepper__bell___Bacterial_spot,0.2422303408384323,0.1953959017992019,0.4616151147959184,-0.21938477395748607,-0.26621921299671647
1,Pepper__bell___Bacterial_spot,0.4195389151573181,0.2356838136911392,0.638671875,-0.21913295984268188,-0.4029880613088608
1,Pepper__bell___Bacterial_spot,0.2026376277208328,0.1018417030572891,0.4646843112244898,-0.262046683503657,-0.3628426081672007
1,Pepper__bell___Bacterial_spot,0.3916138112545013,0.4813065826892853,0.6023596938775511,-0.21074588262304977,-0.12105311118826578
1,Pepper__bell___Bacterial_spot,0.336841881275177,0.2355446219444275,0.46480389030612246,-0.12796200903094546,-0.22925926836169497
1,Pepper__bell___Bacterial_spot,0.2463492006063461,0.2218953669071197,0.5341597576530612,-0.2878105570467151,-0.31226439074594153
1,Pepper__bell___Bacterial_spot,0.2325086593627929,0.1625331789255142,0.4757055165816326,-0.2431968572188397,-0.3131723376561184
1,Pepper__bell___Bacterial_spot,0.1653957664966583,0.1769638508558273,0.4284717793367347,-0.2630760128400764,-0.2515079284809074
1,Pepper__bell___Bacterial_spot,0.2431030571460724,0.2051616311073303,0.46524234693877553,-0.22213928979270314,-0.2600807158314452
1,Pepper__bell___Bacterial_spot,0.4650438129901886,0.3434769213199615,0.5780851403061225,-0.11304132731593386,-0.23460821898616097
1,Pepper__bell___Bacterial_spot,0.4159995019435882,0.3570999801158905,0.5883290816326531,-0.17232957968906487,-0.23122910151676257
1,Pepper__bell___Bacterial_spot,0.2706253230571747,0.2128549516201019,0.5696348852040817,-0.299009562146907,-0.35677993358397975
1,Pepper__bell___Bacterial_spot,0.331187754869461,0.3199628293514251,0.5206273915816326,-0.18943963671217162,-0.2006645622302075
1,Pepper__bell___Bacterial_spot,0.3049615323543548,0.2691391408443451,0.48580994897959184,-0.18084841662523704,-0.21667080813524675
1,Pepper__bell___Bacterial_spot,0.2555621862411499,0.1797605454921722,0.45113201530612246,-0.19556982906497256,-0.2713714698139502
1,Pepper__bell___healthy,0.1886308044195175,0.2822076380252838,0.5040656887755102,-0.31543488435599265,-0.22185805075022635
1,Pepper__bell___healthy,0.1177104711532592,0.1401960104703903,0.44314014668367346,-0.32542967553041424,-0.3029441362132832
1,Pepper__bell___healthy,0.2295818626880645,0.2484428733587265,0.4692482461734694,-0.2396663834854049,-0.22080537281474288
1,Pepper__bell___healthy,0.1294041872024536,0.1552341431379318,0.42151626275510207,-0.29211207555264845,-0.2662821196171703
1,Pepper__bell___healthy,0.1894979327917099,0.1731151938438415,0.4641661352040816,-0.2746682024123717,-0.2910509413602401
1,Pepper__bell___healthy,0.296743094921112,0.3396183848381042,0.5866948341836735,-0.2899517392625615,-0.24707644934556933
1,Pepper__bell___healthy,0.2789887487888336,0.3110187351703644,0.5773278061224489,-0.2983390573336153,-0.26630907095208456
1,Pepper__bell___healthy,0.705236554145813,0.7186810374259949,0.8335459183673469,-0.12830936422153394,-0.11486488094135205
1,Pepper__bell___healthy,0.1944332271814346,0.1753090620040893,0.47000558035714285,-0.2755723531757083,-0.29469651835305355
1,Pepper__bell___healthy,0.3002595603466034,0.1790900379419326,0.5532126913265306,-0.2529531309799272,-0.37412265338459805
